,level,text
1267,2 - Mid,someones sitting shade today someone else planted tree long time ago like current state affairs sow seeds better future children
1268,2 - Mid,original post said white people ads said nothing races irony using guinness advertising let's stop sending anything anything tech foreign aid crisis support nothing fuck em'
1269,2 - Mid,führer biden fire tonight
1270,2 - Mid,live long enough see end whatever he's starting care
1271,2 - Mid,f reservations believing great replace happening well 💁🏼‍♂️>💁🏻‍♂️>💁‍♂️>💁🏽‍♂️>💁🏾‍♂️>💁🏿‍♂️
1272,2 - Mid,reason call club racist desperate racists important figure
1273,2 - Mid,i've lost count many friends taken administration held without bond idea i'll see families friends suffer wonder they'll next happened country
1274,2 - Mid,world degeneracy mixed definitions trust instincts matter often forced repeat lie wont become truth
1275,2 - Mid,cops wage slaves government told stepping throat preferable finding another job moral objection
1276,1 - Low,satanic elite want change natural child birth join ➣
1277,1 - Low,apple probably slow killed people pfizer join ➣
1278,1 - Low,dangerous levels radiation street lighting join ➣
1279,1 - Low,planes 911 join➣
1280,1 - Low,global warming hoax deepstate exposed thoughts 💥🇺🇸 share join➣
1281,2 - Mid,another white power wednesday keystone get active today white man get join local white lives matter chapter least spread positive prowhite messages regular basis time get active today join contact join chat ✅ follow us gab send activism anonymously displayed state channel remember state region ✅ email
1282,2 - Mid,pennsylvania never stops journey become white want pennsylvania safe state white children grow amongst people free evils multiculturalism get active today join contact join chat ✅ follow us gab send activism anonymously remember state region ✅ email ✅ wwwwlmpacom
1283,2 - Mid,new activist south eastern pennsylvania finished first stage vetting process took initiative creat print stickers followed hitting community display message follow lead join today race needs white lives matter join today contact submit activism anonymously remember state area join chat follow gab find us online wwwwlmpacom hail victory xiv
1284,2 - Mid,pennsylvania activist placed prowhite promotional materials weekend time act action today victory tomorrow
1285,2 - Mid,today september 11th never forget innocent men woman died hands israel unbelievably corrupt government generations country sending bravest men women die fighting israel zionists world stranglehold time expose white america truth jewish foe longer let evil foreign interest pull strings far beyond time rid nation puppet masters
1286,2 - Mid,hunted already think racist find tribe today get involved video credits
1287,2 - Mid,state things tragic growing worse day many people brainwashed focus charities explicitly exclude people rate antiwhite murder high cant keep track victims many names wiped book life without media bringing attention case know children made orphans wanton act murder contribute ease burden let know even longer parents always people
1288,2 - Mid,white pride wednesday pennsylvania get something stand people today productive get active get vetted join contact find us wwwwlmpacom join telegram chat hail victory xiv
1289,4 - Very High,kill stand worry
1290,4 - Very High,need bring back old days could kill niggers nobody would blink twice niggers knew shit would next
1291,3 - High,white men made civilizations shit skins would us living huts teepees
1292,1 - Low,accept bunch white christians countries let
1293,4 - Very High,think kill turn lands actual economically progressive countries
1294,4 - Very High,exactly race war
1295,4 - Very High,whole new holocaust
1296,4 - Very High,fuck faggots need die
1297,1 - Low,jews fuck consumer goods americans think good idea let stay ww2 realize germans fucking midwits
1298,1 - Low,guess behind rise pornography
1299,2 - Mid,know term nazi thrown around retard npcs screech one normally functioning mind weirdly though dont go real nazis never seen antifa soytheythem run ab member tell bad people 🤷🏻‍♂️ however every day person wanting voice opinion vomited screen boy got courage 😂 long least 51 never nazis like everything else control
1300,3 - High,fuck curry niggers
1301,4 - Very High,fuck indian people want kill
1302,2 - Mid,muslims also enemies
1303,2 - Mid,activists denmark recently conducted activity put corona crisis proper light – emphasising fact pales comparison infinitely serious biological crisis white genocide nrm nationalsocialism activism
1304,3 - High,israel reason tried exterminate entire world like cockroaches {now} exterminated high gear forward 5t join ➣
1305,1 - Low,right let's straight white pride day us
1306,2 - Mid,structural antiwhiteness claimed another victim russleman writes recent murder norwegian woman marianne amundsen hands libyan immigrant
1307,2 - Mid,celebrate passing ruth bagel ginsburg
1308,1 - Low,watch glowies
1309,1 - Low,society whose president calls political rivals ‘extremists enemies state placed watch list unless swallow blue pill democracy washington repository moral virtue elected officials claim americans longer trust
1310,1 - Low,iam ready president need blue pill need steel americans real citizens life style put chreap jail sex son drug addict running around need 50year old president biden alzheimer
1311,3 - High,deportation czar specifically target attractive nonwhite female immigrants spite bleachright 🐬 twitter castizo nationalism every variation miscegenation normalization swarthy cumbrained mongroids promoted years
1312,1 - Low,thing race mixing thing replacement whiteerasure
1313,1 - Low,mobs warring brown people enact innate savagery streets england reminded multiculturalism ever device destroying cohesion order western world
1314,1 - Low,fuck nigger like much fuck nigger ass love much
1315,3 - High,love monkeys murdered love smell dead nigger anytime day
1316,1 - Low,white children white erased country many white children need feel alienation everywhere go speak white erasure
1317,1 - Low,money people white erased america going speak antiwhitism
1318,3 - High,god niggers jews burn suffer hands white men
1319,1 - Low,can't tell friends family strangersthat kind shit
1320,1 - Low,antiwhite
1321,1 - Low,antiwhite trending made think meme
1322,1 - Low,plus dont mean asshole isnt telegram channels race care us aryan brothers sisters heil hitler
1323,1 - Low,every western society white people suffer institutional discrimination interracial violence cultural demonization black asian hispanic arab people yet attempt organize defense met jeers threats antiwhite
1324,1 - Low,stop giving shit globally pulpit says white people best throughout history conquer
1325,4 - Very High,right wing death squads prepare attack
1326,1 - Low,white people deprived right exist violent racism
1327,1 - Low,average age covid death united states 78 average life expectancy united states 78 questions 🦅
1328,1 - Low,antiwhite hate new documentary canada
1329,1 - Low,antiwhites need learn going keep exposing antiwhitism realise memepathogens work westernkind anymore whitepositive goingfree antiwhitenarrative standing whitewellbeing
1330,1 - Low,antiracist code word antiwhite diversity code word white genocide
1331,1 - Low,thank recommendation olav possible interest
1332,1 - Low,solemnly swear affirm support defend constitution united states enemies foreign domestic bear true faith allegiance take obligation freely without mental reservation purpose evasion well faithfully discharge duties office enter help god wwg1wga 🦅
1333,1 - Low,ss sergeant eddie mcbride nsmmedia director judgment visited upon jews barbaric fully deserved prophecy führer made brought new world war beginning come true terrible manner one must sentimental matters fight jews would destroy us lifeanddeath struggle aryan race jewish bacillusjoseph goebbels
1334,1 - Low,✋🏻wlm initiative prowhites participate principles explicitly prowhite legal anonymous activism held offline online welcome decision promote legal irl activism appreciate alternative nondegenerate spaces offer opportunity engage online activism roads lead 14 words
1335,1 - Low,administration desperate orchestrating another jan6 event expect another false flag event coming soon
1336,2 - Mid,love white folk 🩸🩸🩸 however inactivity non white simple possibly say white actively white rise fall make choice 🩸🩸🩸 tmewhitelivesmatterofficial tmewlmusawisconsinchat
1337,1 - Low,nothing wrong white people wanting take care people matter world racism want best people itsoktobewhite itsokaytobewhite whitelivesmatter 14words whitepride
1338,1 - Low,bidenhatespeech bidenisadisgrace pandemic unvaccinated winter death ain't black work lying dogfaced ponly soldier result 81 million brainless paper ballots bidenisdividinganddestroyingamerica pedohitler
1339,1 - Low,backstabbed jihād mujāhidīn allying crusaders lapdog head karzai puppet regime current talinato leadership murtaddīn may allāh grant khilāfah soldiers ability give current talinato leadership fate
1340,2 - Mid,islamic state west africa wilayah success allah khilafah soldiers detonated explosive device patrol murtadd nigerian army road two towns damboa maiduguri borno area last saturday killing wounding several praise due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1341,2 - Mid,islamic state west africa wilayah success allah khilafah soldiers attacked checkpoint murtadd nigerian army town borti borno area last sunday killing 2 forcing rest flee praise due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1342,2 - Mid,slamic state west africa wilayah success allah khilafah soldiers attacked checkpoint murtadd nigerian army town jakana borno area last monday killing one forcing rest flee praise due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1343,2 - Mid,breaking islamic state sham wilayah barakah success allah khilafah soldiers detonated explosive device vehicle pkk murtaddin village gharibah ashsharqiyyah maysarah area disabling vehicle praise due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1344,2 - Mid,photo report islamic state mozambique wilayah 📷 photos featuring aspects khilafah soldiers clashes mozambican army sadc forces village kuento cabo delgado ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1345,2 - Mid,islamic state naba 357 📕 issue 357 naba weekly newspaper khamis 26 safar 1444 ah
1346,2 - Mid,alazaimfoundationpresents english translation audio statement official spokesman mujahid shaykh abu umar almuhajir may allah preserve hold fast together rope allah divided among
1347,2 - Mid,pure coincidence
1348,2 - Mid,influx members joined reached 100 subscribers proud havent already ensure click pinned message top screen tell everything need know group join etc make change local community today contact email us join sieg heil
1349,2 - Mid,hey guys whilst reading telegram feed could something cause join nswo today 6
1350,1 - Low,killinging white race white children love white race okay white white privilege myth created hate white people antiracist code word antiwhite race mixing sin links explain
1351,1 - Low,🇧🇪belgium horrifying footage shows moment 14yearold defenseless belgian boy brutally beaten gang thugs police say migrant gangs targeting belgian boys antiwhite attacks assert authority violence omvolking
1352,4 - Very High,indigenous europeans time fight back let invaders conquer choices
1353,1 - Low,destroy ingroup preference effectively destroy race since race longer defended genetic swamping races thus antiracism results total biological erasure whites attacking white ingroup preference evilracist
1354,1 - Low,race mixing abomination lord jesus christ black lives matter antichrist antiwhite domestic terrisot organization white lands cons white race antiwhite blacks kill people white race mix antiwhite blacks equal
1355,2 - Mid,get active post propaganda get friends anything spread word sieg heil
1356,2 - Mid,white man marches blood honour
1357,2 - Mid,adolf hitler won`t let anyone take honor us
1358,3 - High,theres thing bisexual youre deviant faggot wholl stick anywhere order get youre exactly type degenerate cunt takes aids faggot community gives unsuspecting women
1359,2 - Mid,footage interethnic conflict hindus muslims leicester result state enforced multiculturalism
1360,2 - Mid,that's good stickerposter right
1361,2 - Mid,exemplary situational conflict male female sub saharan one's tendency violence lacking impulse neutralized reciprocally one kind normal whites pay toll allowing diversity another societal new normal violent nonwhite populations increase demand separate society
1362,4 - Very High,good morning go aryan deed today aryan freedom network
1363,1 - Low,fbi agent shares true story january 6th saying insurrection patriots ones attacked calls investigation political show highlights violence police capitol agent guandolo says many fbi agree yet choose pension nation words inaction makes better card carrying communist thing necessary triumph evil good men nothing
1364,1 - Low,give white man hammer hell build city give asian hammer hell make hammers give black hammer hell kill white man give jew hammer hell give black
1365,1 - Low,power swastika created created great people held world wisdom insight come created fear wise wicked ignorant sees evil stand today awaken ones chance selective order brave advanced spiritual beings held torch holds torch today evil always fear goodness
1366,1 - Low,aryan freedom network httpswwwaryanfreedomcom
1367,3 - High,>blacks dumb neighborhoods keep white areas >blacks cant live bring white suburbs >black society thrive white areas >poc better living whites
1368,3 - High,it'll start niggers tongue anus
1369,1 - Low,never let lie open eyes stay awake important join
1370,4 - Very High,stand together modern degenerate world 🗡🌿💪🏻
1371,1 - Low,good fighter fighter necessarily fanatic end fanatics count born time must bravely follow path destined end way duty hold lost position without hope without rescue like roman soldier whose bones found front door pompeii eruption vesuvius died post forgot relieve greatness means thoroughbred honorable end one thing taken man spengler
1372,1 - Low,i'm az stand know need stop invasion
1373,1 - Low,thank brother local struggle world wide
1374,2 - Mid,brothers arizona productive day working sparring community service building kinship hot arizona sun day left everyone tired connected slightly ready fight ahead us want get involved contact us tmearizonaactionclub tmeazactionchat
1375,2 - Mid,way white man antiwhite apartheid us us vicepresident kamala harris asked hurricane ian's damage us southern states personal properties belonging local populations said biden administration giving hurricane resources based equity directing funds communities color primarily
1376,4 - Very High,anyone subscribed channel hear 95 need get fence 1 full feds matter safe legal know trust people hard fake bond share 2 activism activism sakeno training active clubs fishing hiking etc 3 excuses world know kids good job got relationship blah fucking blah shut lives 1 white race 👌🏻 simply join chat that's tmewlmusawisconsinchat stand people darkest hours tmewhitelivesmatterofficial least read manual create stickers based submit anonymously caption something
1377,2 - Mid,struggle compare securing future white children honor us fight important battle history race stop anything short total victory 17th september 15th october worldwide first step begins awakened another prowhite duty get act working enough posting online enough nothing ever enough war must look infinity solutions one problem start anonymous legal peaceful apply
1378,4 - Very High,wlm checklist help take immediate steps taking real life action betterment white people white children manual 👉🏻 videos 👉🏻 podcasts 👉🏻 books 👉🏻 local channels 👉🏻 navigator 👉🏻 stop lurking start acting
1379,1 - Low,forever wlm obviously recent unless talking ages chat probably anywhere 12 ish maybe like 60 old folk hardly know use telegramsocial media lots younger high schoolers early 20s waking bullshit force fed school system nice see young white men pride race
1380,1 - Low,911 part 2 compressed
1381,2 - Mid,furatmedia video message infidel west shawwal 1443 ah
1382,2 - Mid,activists embrace struggle ac nj wlm took streets philadelphia embrace struggle ac
1383,1 - Low,> truth isreality777 communists stupid really think niggers going kill rape say racist fools > fod story read years back white chick went afghanistan something prove people werent animals raped killed
1384,2 - Mid,warning ⚠️ antifa sending dms asking send text circumstance ever respond using known pa activists account names attempting clone accounts reply scumbags expect doxxed
1385,4 - Very High,> wlmusapennsylvaniachat must revolt zog > truth isreality777 definitely
1386,1 - Low,gleeful screech antiwhites pictured replacementmigration stop whitegenocide
1387,1 - Low,antiwhites ruined tv 📺
1388,1 - Low,antiwhites nutshell
1389,1 - Low,racial cracker slander antiwhites
1390,1 - Low,ever left peace
1391,1 - Low,actually wish fake racist hell
1392,4 - Very High,train dog attack niggers sight planning adopt dog something big probably mutt maybe pitbull basically want teach dog attack niggers sight actually use case someone breaks niggers chimping nearby whatnot go know possible olden days dogs killed niggers sight think called coonhunters something
1393,4 - Very High,attacked nigger yesterday kind gun get kill niggers
1394,4 - Very High,im tired fucking niggers spics kikes chinks gooks etc
1395,3 - High,damn right know true hook nosed kikes use nigger scourge destroy america kikes driven america one day hitler realized country became better kikes got driven realize one day drive scum
1396,3 - High,guess sub yea like kikes get fuck hitler proved make strong country needs kikes niggers love fucking user name see mentions faggots
1397,1 - Low,media kikes pushing race mixing keep children safe insidious mind pollution
1398,1 - Low,five worst people world according incels
1399,1 - Low,fucking hate kikes
1400,1 - Low,can't hate niggers can't hate kikes can't hate bitches
1401,1 - Low,immigrants exists fascists literally white genocide
1402,3 - High,silly immigrants humans
1403,1 - Low,endgame gun control white genocide
1404,1 - Low,diversity white genocide
1405,2 - Mid,patriotfront activists trained southern california
1406,2 - Mid,local leafleting leads local action previous unknown made contact via email saying hed like help regarding broken bus stop council transport providers failed clean following breakage friday put contact activist nearest morning made short work making area safe every area would benefit team local pa activists believe actions words council services fail private companies ignore itll become ever important rely next make sure theyre people
1407,1 - Low,fight jews sake aqidah fight sake land fight kuffar kuffar occupied lands homes taken without due right
1408,2 - Mid,islamic state sinai wilayah success allah khilafah soldiers detonated explosive device patrol murtadd mossad militias conducting combing operations near salim roundabout city rafah last sunday wounding least two praise due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊 ▪️◽️◾️◽️
1409,2 - Mid,easternupdatesbot
1410,1 - Low,whats best job somebody hates niggers
1411,1 - Low,senior nigger exterminator
1412,1 - Low,job requires degree competence niggers cannot enter usual diversity means first thought pilot example even though saw article washington post nyt couple sheboons cockpit way promote inclusion since many nigger pilots
1413,4 - Very High,get unicef shit sabotage food shipments
1414,4 - Very High,hate niggers much unreal nigger reading hope know much every race world hates deep time coming nigger soon society collapses government cant protect anymore well hanging trees like ornaments
1415,1 - Low,many niggers like everywhere hard happy
1416,1 - Low,zog agenda genocide white race watch full documentary here👇
1417,1 - Low,alazaim foundation media production presents 📙 magazine voice khurasan issue 14 hq 24
1418,2 - Mid,massachusetts 131 lads trained fall river
1419,2 - Mid,nsc 131 banner drop fitchburg massachusetts
1420,2 - Mid,practical tips building nationalist club > lock opsec delete deleted images references online > pick group area operation logo dress code name etc > start stickers tags workouts squad pics work way banner drops demonstrations confrontations etc > strong social media presence people need able contact see work order join > delegate propaganda production someone capable take pride image reputation > network groups outlets locally abroad help spread message > recruit encrypted email emailed interest contact directly telegram signal vetting call hold multiple meetups admitted > take relevant issues local current developments best attack > repeat organizing quick easy right dont quitting cowards never give
1421,2 - Mid,nsc 131 demonstration response killing white woman hands illegal immigrant nashua new hampshire tmecrew131guy odyseecom gabcomnewengland131 com justice julie
1422,4 - Very High,antifaadjacent businesses new hampshire spreading doxxes alleged nsc 131 members online businesses also organizing rallies nationalist sentiment new england many posts speak desire punch nazis spread thinlyveiled anarchists sentiments region businesses profit leave reviews broken spoon franklin nh nommunism bakery cake vegan bakery dover nh
1423,2 - Mid,unfortunate live degenerated age must take pictures actions like paint proper picture struggle love people fullest authentic extent word unconditionally organize defend peoples interests serve needs dismantle wish see continued state despair profit resentment
1424,2 - Mid,video jared taylor explains border states forcing sanctuary cities show brazenly hypocritical feds stop invasion across southern border people
1425,2 - Mid,fbi document confidential human source undercover informant infiltrated kansas city proud boys present election justice protest january 6th clearly states proud boys involved inspire breaking barriers capitol fbi knows chose prosecute anyway men jail 19 months trial full transparency posting access documents text messages
1426,2 - Mid,ukrainian military units literally nazis american media wants hide much 54 billion us aid went right nazi hands someone reading right entire years tax bill go directly arm nazi good guys war sides terrible two former soviet states wrought corruption killing fight
1427,1 - Low,kuffar care lives muslims unless they're trying adopt western values
1428,1 - Low,hazara shia mother lost two young sons today's bombing educational center dasht e barchi area west kabul imagine grief hashtags colossal tragedy outrage condemnation coz perpetrators western proxies
1429,1 - Low,france bad militantly atheist state also breeding ground schizophrenic psuedo academia tashayyu iykyk lol
1430,1 - Low,burning hijab sign kuffar stop supporting
1431,1 - Low,repeat islam promote accept homosexuality sin nothing say change try distort ayaat hadiths prove islam perfect religion stop selling religion please kuffar
1432,1 - Low,white people 9 world's population races alarmed ready anything protect white race stop white genocide
1433,1 - Low,one minute antiwhites say diversity strenght next minute say revenge whites things every race done whitegenocide
1434,1 - Low,studies suggest institutional antiwhitism caused whites love race much races loves
1435,1 - Low,whitegenocide
1436,1 - Low,anti whites like
1437,1 - Low,anti whites like
1438,2 - Mid,white lives matter patriotic alternative
1439,2 - Mid,group pa activists went hike beautiful dollar glen ochil hills stopping way admire perform banner drop front ruins castle campbell 15th century stronghold clan campbell community outings heart pa forming strong bonds fellow nationalists countrymen join send us email orguk
1440,4 - Very High,joe biden secret cabal judaic appointees crucial strategic positions governance needs impeached treason covert coup d'etat political religionists
1441,1 - Low,secret presentation cia bill gates talking different parts brain controlled drugs vaccines bqqms incoming join
1442,3 - High,reminder even animals civilized niggers
1443,1 - Low,jewish run american mainstream media logic trying convince us russia fucked pipelines
1444,1 - Low,course rewarded fbi blm serve antiwhite boss
1445,1 - Low,exactly turning nations third world countries help economic growth answer lying destroying every single white country preserving israel
1446,3 - High,black scottish story telling 5 years ago son history talking go back apeland
1447,1 - Low,wake jews
1448,3 - High,even mother earth got enough apes 🕳🦍
1449,3 - High,please stay away black apes female apes aggressive monkey genome aswell touch monkey bloodline never allow behave like real human
1450,1 - Low,people waking realizing good guys
1451,1 - Low,evil jews behind globohomo marxist degenerate revolution
1452,1 - Low,i'm proud racist
1453,1 - Low,us military needs come back control americans control jews
1454,1 - Low,great replacement glasgow
1455,1 - Low,aryan freedom network
1456,1 - Low,𝑵𝒂𝒕𝒊𝒐𝒏𝒂𝒍 𝑺𝒐𝒄𝒊𝒂𝒍𝒊𝒔𝒕 𝑨𝒓𝒄𝒉𝒊𝒗𝒆 time see trying protect ones love
1457,1 - Low,central banks one objective control join ➣
1458,1 - Low,toxins water soil…
1459,1 - Low,shot dark 2020 documentary murder vaccines worldwide vaccines since invention killed humans cure join
1461,1 - Low,'
1462,1 - Low,fuck feds trying take us
1463,2 - Mid,many heard recent terrorist attack white people black gang member saying wanted kill white people succeded murdering 4 including child injuring 3 organizing joining group remember admin
1464,1 - Low,wlm viewing 1 defiant mandatory watch
1465,1 - Low,wake white people media hate want gone
1466,1 - Low,judeoamerican western democratic liberal values systemically victimising white people merely existing
1467,1 - Low,🇺🇸🌀📹— antiwhite apartheid us us vicepresident kamala harris asked hurricane ian's damage us southern states personal properties belonging local populations said biden administration giving hurricane resources based equity directing funds communities color primarily
1468,1 - Low,indigenous people europe according canadian resource indigenous nowhere welcome nowhere nothing antiwhites weaponized term indigenous purposely exclude disinherit us
1469,1 - Low,antiwhites say whites indigenous nowhere order justify white genocide
1470,1 - Low,>we're still >that means lost >if they're hellbent killing us choice fight back >greatreplacement
1471,1 - Low,flyernacht 30000 wlmeuropa flyers dropped multiple states us biggest coordinated flyer drop long time might well say 6 million flyers huh haha excellent work brothers
1472,1 - Low,lose jew goal striven concertedly three thousand years last within reach safely promise race soon take rightful place world every jew king every gentile slave — rabbi emmanuel rabbinovich speech delivered special conference european rabbis budapest january 12 195
1473,1 - Low,kill leader cannot kill faith jihad allah alhamdulillah nothing love gratitude shaheed ghazi sayyed hussein alhouthi ra allah thrones zionism burn
1474,3 - High,parasites
1475,1 - Low,> el capitán jews truly god's chosen ones moment control world's social political power everything becomes nightmarish dystopian > thedoomed gamer everyone aware history jews evil actually done away could genocide millions like done past would wiped good centuries ago
1476,1 - Low,🇺🇸 last battle country subverted leaders traitors race facing genocide children abused
1477,3 - High,> rising eagle they're chosen ones god make ugly god give talents white race 🤔 > el capitán jews truly god's chosen ones moment control world's social political power everything becomes nightmarish dystopian
1478,1 - Low,remember nazi zombies national socialists never lost can't kill nature that's they're afraid
1479,1 - Low,> 𝐺𝑟𝑎𝑦 𝑤𝑜𝑙𝑓 🖼 enemies sooner realise better enemies sooner realise better > inmanus yes sickness white race lots dross age even biologically white however whites aryan spirit said bolshivisedjewdified aryan seed many may cultivated world crucible set ablaze trial adversity let dross burn let gold come light
1480,1 - Low,happens normies find proven method get rid tranny groomers schools
1481,1 - Low,normies never wake
1482,2 - Mid,karlstad sweden
1483,2 - Mid,islamic state central africa wilayah success allah khilafah soldiers attacked christian town maywanu mambasakomanda road ituri area yesterday killing militiaman loyal congolese army seizing weapon ghanimah meanwhile congolese army personnel fled barracks mujahidin burned barracks likewise mujahidin burned several shops houses christians vehicles forcing rest flee praise due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1484,2 - Mid,wlm group initiative model guidelines maximize reach effectiveness pro white message opportunity gather white advocates sake reaching folk christian heathen national socialist love 14 words symbols leave organization grow one day month come together guidelines promote 14 force world focus nothing else message genooncide focused us month white advocates every group come together rise illinois message understood trying activist manual watch defiant directs illinois state page wwwwlmilnet directs official temporary wwwwlmilcom
1485,2 - Mid,coordinated effort 3500 flyers ohio 30k across country one night back silenced know truth duty spread join efforts today coming chat asking veted
1486,2 - Mid,october 1st 🩸🩸🩸 months planned paid multiple states across proud country came together 🩸🩸🩸 white unity every opportunity replace us flyernacht 2022 tmewhitelivesmatterofficial tmewlmusawisconsinchat
1487,1 - Low,think meeting 100th anniversary beer hall putsch next year germany people around world november 8th 2023 perhaps hang bavaria afterwards would spectacle world see think duty go
1488,4 - Very High,aryan australian always embraced struggle ancestors came barren inhospitiable continent persistence hard work transformed landscape productive bountiful civilisation despite victory new struggle emerged tyrannical rapatious government aryan mindset required overcome challenge south australian men demonstrated ability long haul responsibility hard work unity persistence lead victory blood honour
1489,1 - Low,want knowing alone
1490,1 - Low,election message political terror police harassed melbourne activists last weekend attempting legally put forward worldview terror cops acting orders jewish masters threatened intimidate us homes daring share sacred symbol jewish controlled victorian parliament voted ban swastika 2023 decided come back week later put forward response sham federal election taking place today australia jewish subversion governments society intimidated traitors jewish mercenaries stop inevitable better place share symbol front royal exhibition building built celebrate 100 years aryan settlement australia place first parliament signing white australia policy immigration restriction act 1901 religious freedom act 116 free exercise religion race religion
1491,1 - Low,never forget empires fall world free zog possible
1492,2 - Mid,photo report islamic state mozambique wilayah 📷 photos featuring aftermath khilafah soldiers attack positions mozambican army african sadc forces village namoibi nangade area cabo delgado ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1493,2 - Mid,🔴 breaking islamic state iraq wilayah karkuk success allah khilafah soldiers detonated explosive device member murtadd rafidah army near ashshai valley south daquq area wounding praise due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1494,1 - Low,main enemy white race
1495,1 - Low,indians jews brown jews arabs chinks
1496,1 - Low,globohomo sure they're actively destroying white european nations immigration that's one classic strategies leads destruction nations guise diversity reality want destroy type christianeuropeanwhite culture think people waking lies bit late better late never
1497,1 - Low,got country without even needing use violence literally lost unarmed citizens freedom ever experience life right anyone else west
1498,1 - Low,solution migrants communism bullets
1499,1 - Low,>>398103781 op >capitalism destroyed countries nigger genes low iq people incapable maintaining high functioning civilizations actually could living post scarcity high functioning nations like commies want stop trying put niggers pedestal supported nationalistic views socialism
1500,1 - Low,white breeding latina tradwives save capitalism traitor simple
1501,1 - Low,breaking wild ape broke outta zoo 🤡 someone call wildlife service missing monkey
1502,1 - Low,hello sticker warriors chalk artists poster creators one allow introduce scamdemic one printable card game awake sticker maniac use awake friends family unique fashion entirely free download access share chaos scamdemic truly charts combined powerful aftermath forever altered world see reverse socalled great reset card game designed printed stuck upon cards whichever fashion may prefer capturing characters sheeple klaus anal schwab check game today download new white rose addition dont forget support amazing artist behind days keep sticking friends print > play > obey
1503,1 - Low,latest footage invasion pouring every single day 😡
1504,1 - Low,🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿 britain first holds protest migrant centre huddersfield village 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿 old mill small village milnsbridge outside huddersfield yorkshire turned centre illegal immigrants last week britain first leafleted entire village week returned protest outside migrant centre
1505,1 - Low,replying peckham londonstan used part uk
1506,1 - Low,replying britain africa
1507,3 - High,replying import savages get savages
1508,1 - Low,replying one solution round ship rwanda wherever
1509,1 - Low,replying allow people 3rd world exactly end 3rd world
1510,1 - Low,replying islam violence
1511,1 - Low,scary footage migrant invasion beach kent 😮
1512,1 - Low,replying welcome future drug dealers rapists diversity working 🙄
1513,1 - Low,replying replaced
1514,1 - Low,college freind dover invasion migrants france dover continues fully sponsored tories rnli borderforce country run trators
1515,1 - Low,replying they're migrants criminal invasion get right
1516,1 - Low,govt going admit migrants particularly middle east africa dangerous citizens country low iq savages unable behave civilised manner govt need explain allow people stay uk
1517,3 - High,mean see animals preying another need nat geo one
1518,4 - Very High,replying put hole boat send shits back sea big waves
1519,1 - Low,michael jackson knew truth
1520,1 - Low,> kc i've shocked many people video good example vid jewish evilness > mustache supremacist pedophile nigger glad he's dead
1521,3 - High,can't even create history proud always steal hahaha 🐒 monkey ape proud history huh africa
1522,1 - Low,fucking jew behind
1523,1 - Low,daily reminder every right defend race anger stand bloodlines ancestors jewish propaganda nothing propaganda fundamental rights defending blood race something rocksolid embedded throughout history never touched defendthewhiterace 17 4
1524,3 - High,make habit tell sellers write message going buy products promoting apes call tell face face
1525,1 - Low,commie scum nigger lovers antifa faggots message say texas afn chapter
1526,1 - Low,clearly proof migrants bad hombres rounded planet apes style iaintpoliticallycorrect
1527,3 - High,border flooded hundreds migrants crossing texas foxnews sorry say us f biden liar pig company teal pigs disguise apes right gob gone stop monkeys bad
1528,1 - Low,migrant muslim invastion stop breeding raping stealing changing europe forever brexit
1529,1 - Low,antiwhites ugly
1530,1 - Low,speed antiwhites gain ground might legalize killing white people
1531,1 - Low,great replacement full swing united states republican victory 2022 trump victory 2024 make dent invasion 😮🇺🇸
1532,1 - Low,> anita haniff destruction western civilization uk > believe trump back 2024
1533,2 - Mid,join fellow europeandescendants take stand continue awakening white silent majority time left idle lazy future us
1534,2 - Mid,white lives matter ny posting following result latest piece antiwhite narritave published within news woodstock event full response found wlm
1535,2 - Mid,order see people brought back fighting shape must continue efforts raising awareness spreading information wlm whitelivesmatter wlmmarch
1536,2 - Mid,📌as know virtually governments hands antiwhite globalists get countries back antiwhites must swear loyalty blood race flag wlm whitelivesmatter wlmmarch
1537,2 - Mid,article calling white genocide change white racial group would considered hate speech perpetuate white supremacy make white children wlm whitelivesmatter wlmmarch
1538,2 - Mid,📌let's clear either prowhite antiwhite stance wlm know truth must act spirit one us blood family sacrifice dead weight larp
